daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
2,23,0,0,41,0,26,7,0,25,1
7,26,1,1,69,0,28,7,0,27,1
6,35,1,2,65,0,34,3,6,25,0
4,34,4,2,60,1,41,3,9,32,0
3,37,3,0,74,0,37,3,3,34,0
7,26,1,0,45,0,34,7,0,24,1
5,28,2,0,59,2,47,6,1,26,1
8,32,3,0,80,1,33,5,6,31,0
1,28,2,1,49,0,52,5,4,33,1
9,36,2,1,75,1,35,6,7,32,0
6,35,0,1,46,1,37,8,2,17,1
3,23,2,0,52,0,31,8,0,24,1
2,38,2,1,71,0,43,7,7,35,0
5,37,0,3,86,1,29,3,7,32,0
5,25,0,0,43,0,38,4,0,20,1
3,24,0,1,51,2,32,10,3,24,1
4,27,3,1,75,3,32,5,5,28,0
3,42,1,3,77,1,32,8,4,29,0
3,41,0,0,77,2,35,5,7,30,0
3,37,1,0,51,1,30,5,1,32,1
2,26,0,1,55,1,46,6,5,29,1
6,26,1,0,40,1,40,2,4,27,1
4,23,2,2,72,1,16,6,6,30,0
5,33,2,2,71,1,33,5,3,30,0
5,45,4,0,70,3,25,8,4,23,0
3,42,3,3,77,1,37,2,4,38,0
6,31,5,2,65,2,24,11,6,40,0
4,41,3,0,73,0,23,7,4,40,0
5,23,1,0,43,0,24,9,2,20,1
2,23,2,2,52,0,35,7,4,28,1
3,29,0,1,84,0,43,6,8,47,0
3,27,1,1,54,0,46,4,4,30,1
5,28,2,0,57,1,20,5,0,28,1
4,22,1,1,82,0,15,5,4,35,0
5,29,4,0,61,2,34,10,5,32,0
4,40,3,4,80,1,39,4,6,35,0
4,24,0,0,59,0,41,8,5,34,1
2,14,2,1,59,1,37,5,6,27,1
4,42,0,1,65,0,20,6,7,28,0
7,32,2,1,61,2,17,6,8,26,0
5,23,1,1,45,1,27,10,2,27,1
3,23,1,0,60,1,29,7,1,30,1
3,32,0,2,37,1,33,8,2,26,1
2,19,0,0,57,1,46,6,5,25,1
2,20,2,1,45,0,31,9,4,27,1
3,27,2,1,47,0,28,6,3,19,1
5,38,4,0,74,1,28,4,2,32,0
1,24,0,0,48,1,55,7,1,26,1
4,30,2,0,69,2,24,4,3,22,0
1,32,1,1,42,1,53,6,2,26,1
1,22,3,1,36,0,27,9,0,27,1
2,28,0,1,43,0,44,8,2,18,1
4,34,0,0,59,1,30,4,9,29,0
3,46,2,3,59,1,33,6,8,25,0
6,21,1,0,50,0,48,9,6,22,1
3,37,2,1,66,2,29,4,6,28,0
6,31,3,1,82,2,24,5,5,34,0
1,23,0,1,47,1,54,8,6,23,1
3,52,2,1,61,0,35,7,7,39,0
1,37,1,0,37,1,23,10,4,33,1
6,45,0,1,65,2,22,4,5,26,0
2,22,1,0,60,0,37,10,4,23,1
5,20,2,0,56,0,27,7,1,19,1
4,18,2,0,54,1,34,9,4,25,1
2,29,1,0,35,1,38,3,4,23,1
2,17,0,0,46,1,23,8,5,32,1
3,46,2,0,60,2,28,5,5,28,0
4,37,2,1,81,1,32,5,7,39,0
3,22,1,3,45,0,43,8,0,28,1
1,33,1,1,73,3,28,7,2,27,0
4,31,2,0,71,1,36,7,6,27,0
5,23,0,1,49,1,53,7,2,24,1
3,33,2,0,47,0,39,6,1,26,1
9,29,3,0,77,2,36,8,2,30,0
2,27,2,1,65,1,35,5,6,25,1
7,43,4,1,64,1,41,6,5,27,0
4,29,2,0,51,2,19,8,1,25,1
5,40,2,0,81,0,31,4,5,25,0
4,27,2,0,50,2,42,8,1,21,1
3,24,1,0,44,0,26,4,6,33,1
3,29,0,0,57,0,20,6,4,25,1
3,15,1,0,42,1,47,7,5,24,1
4,21,1,0,56,0,49,4,5,19,1
3,24,0,0,39,1,44,6,1,19,1
6,35,2,1,88,2,21,5,5,27,0
6,41,1,2,62,0,34,9,8,34,0
2,28,1,0,34,1,33,3,5,16,1
3,34,2,3,63,1,42,3,8,28,0
2,29,0,1,33,1,38,7,5,19,1
2,29,0,0,54,1,26,7,3,25,1
3,25,2,0,48,1,27,6,3,22,1
6,31,1,2,68,3,16,6,3,28,0
7,21,1,0,57,2,37,6,7,36,0
2,32,1,2,45,0,29,6,0,26,1
2,20,0,2,53,2,28,4,6,27,1
7,32,3,1,61,0,28,5,7,30,0
3,14,0,0,57,0,22,7,5,26,1
4,28,0,2,41,1,31,3,6,29,1
6,23,1,0,46,0,23,6,5,22,1
6,33,2,0,57,0,44,4,6,36,0
3,23,1,2,42,1,27,7,0,35,1
3,28,1,4,74,3,19,5,8,25,0
2,33,1,0,51,1,41,8,6,21,1
4,25,0,1,52,2,20,5,1,27,1
1,28,0,1,67,1,51,3,1,33,1
5,34,5,1,70,0,21,3,3,30,0
4,41,1,2,57,3,22,7,4,22,0
2,14,0,0,38,1,46,7,1,26,1
1,29,2,1,47,0,20,9,0,25,1
1,18,0,0,38,0,36,1,6,25,1
1,25,0,0,43,1,41,7,4,32,1
4,49,2,0,81,2,26,6,6,28,0
5,31,2,2,54,2,20,5,3,31,0
5,21,1,0,55,1,32,5,0,25,1
1,34,2,1,55,0,39,12,0,26,1
6,31,0,1,73,1,42,5,8,25,0
8,31,3,0,69,3,19,5,4,26,0
2,19,3,0,53,0,42,10,3,31,1
3,38,3,0,69,0,40,4,7,28,0
4,36,2,0,52,0,49,3,5,29,1
6,35,3,0,63,3,16,4,6,27,0
2,29,0,1,59,1,29,4,6,28,0
4,31,1,3,76,2,25,5,5,23,0
7,23,2,1,48,0,51,7,1,24,1
6,34,3,1,77,0,34,3,9,36,0
1,25,1,1,48,0,19,8,0,25,1
5,23,0,1,49,0,40,6,3,32,1
3,37,3,1,84,0,16,7,7,32,0
7,36,1,0,71,3,18,6,7,24,0
5,31,1,0,51,0,42,9,6,21,1
3,23,2,1,59,0,35,6,2,27,1
5,29,3,1,40,1,32,5,5,18,1
3,24,1,1,61,0,48,4,2,25,1
7,33,3,0,66,0,30,3,6,16,0
5,35,0,1,57,2,18,5,8,28,0
2,34,2,0,41,2,54,6,1,28,1
6,34,1,2,58,0,16,5,7,27,0
3,26,1,0,60,0,35,4,0,18,1
2,17,1,0,39,0,34,6,5,25,1
1,28,0,1,56,1,22,6,2,23,1
5,22,1,1,38,0,48,4,3,25,1
6,33,0,2,66,0,34,6,7,36,0
3,12,1,0,40,2,44,4,6,21,1
4,25,1,1,46,0,27,6,5,28,1
5,30,0,1,69,1,19,7,5,17,0
3,32,3,0,53,0,42,4,4,24,1
5,33,0,1,61,2,35,2,2,22,1
6,33,3,2,62,0,20,6,8,29,0
4,32,0,1,61,0,20,6,4,23,1
3,30,4,1,87,1,15,5,7,37,0
2,21,0,2,50,0,42,9,3,28,1
6,41,3,2,63,1,21,6,7,31,0
4,25,1,0,56,0,28,6,4,21,1
5,35,2,3,63,1,26,5,8,40,0
5,27,2,0,70,2,27,5,6,37,0
5,30,2,2,74,4,26,5,9,24,0
3,36,3,0,63,0,38,2,8,43,0
6,42,1,0,51,0,50,9,3,23,1
2,21,1,1,49,1,48,9,6,24,1
8,45,1,2,56,2,35,5,7,27,0
5,35,2,1,73,1,34,4,6,22,0
4,35,4,2,65,2,33,5,4,27,0
4,27,1,1,47,0,48,6,3,26,1
3,29,0,0,60,1,23,3,3,21,1
4,33,0,2,56,2,29,4,5,21,0
2,41,1,1,72,0,40,6,8,35,0
6,32,4,1,66,2,15,2,7,33,0
4,29,2,2,45,0,41,6,5,26,1
3,33,3,1,76,2,43,6,5,32,0
1,29,3,0,66,1,19,6,5,33,0
5,19,3,1,57,0,41,8,3,17,1
4,33,4,3,58,1,33,7,7,32,0
3,32,1,1,53,0,41,7,5,25,1
3,44,1,1,66,1,32,6,6,39,0
1,30,2,2,58,2,20,5,5,31,0
3,33,2,2,71,1,26,6,6,29,0
2,29,2,0,48,1,41,3,4,21,1
3,26,1,0,43,1,21,6,6,23,1
7,30,1,3,69,1,44,6,8,38,0
5,23,0,0,46,1,39,7,4,28,1
2,23,0,0,56,1,41,8,5,32,1
4,32,1,2,65,0,38,8,8,28,0
2,33,2,1,63,2,28,6,4,28,1
2,18,3,0,43,1,40,5,4,31,1
5,36,3,0,73,2,23,6,6,32,0
7,33,2,1,63,0,24,8,5,27,0
4,44,1,1,70,2,37,3,6,33,0
5,35,1,4,62,1,27,6,4,37,0
5,38,2,2,73,3,39,6,4,35,0
5,36,1,0,43,0,20,0,1,28,1
3,28,2,3,85,2,43,6,8,30,0
6,15,1,0,43,0,31,6,2,29,1
2,28,1,2,42,1,30,9,3,29,1
4,44,2,4,69,1,23,7,6,20,0
4,31,1,1,65,2,35,5,6,28,0
3,27,1,2,43,0,27,10,1,30,1
1,25,1,1,37,1,34,7,4,19,1
6,36,5,0,84,2,36,7,3,33,0
5,34,1,2,68,1,24,7,6,27,0
4,22,4,0,64,2,33,5,8,27,0
5,28,0,0,48,1,31,9,5,31,1
5,26,0,0,53,0,39,8,2,19,1
3,23,1,1,39,1,38,5,5,32,1
5,19,2,0,46,0,31,3,6,32,1
4,29,2,0,60,0,32,7,5,33,1
3,44,1,0,69,2,34,4,4,25,0
3,22,0,1,55,1,52,7,1,23,1
3,24,3,1,58,1,20,6,2,29,1
5,35,1,0,62,1,38,9,4,31,0
2,17,1,0,54,2,40,7,5,25,1
6,31,3,2,66,3,16,4,7,26,0
3,32,1,0,42,0,33,6,0,27,1
1,21,1,1,43,0,21,5,2,24,1
6,40,3,0,69,1,23,3,5,41,0
6,25,1,2,42,0,54,9,6,27,1
3,32,2,0,75,1,19,7,5,27,0
6,26,2,0,49,1,25,4,2,34,1
4,32,1,1,44,0,25,10,3,24,1
6,35,2,0,66,0,15,5,4,36,0
2,44,1,2,62,2,15,8,6,25,0
3,24,0,1,53,0,23,4,1,27,1
1,39,2,2,60,2,32,8,5,30,0
4,30,0,2,41,0,42,4,5,25,1
4,27,2,0,52,0,47,8,5,27,1
2,35,1,3,73,1,36,4,6,19,0
4,28,0,0,43,0,35,10,2,27,1
5,37,3,4,64,3,19,5,5,32,0
5,33,1,0,60,1,24,8,4,30,0
1,24,3,1,69,1,33,6,3,33,0
7,36,1,1,71,2,17,3,6,43,0
6,33,1,1,83,1,15,3,6,31,0
3,38,2,2,63,1,42,4,3,32,0
5,38,1,1,58,1,30,5,8,29,0
5,23,1,0,47,1,35,10,3,30,1
5,25,2,0,61,2,20,6,7,25,0
4,24,1,0,57,0,44,7,0,25,1
4,38,1,2,64,2,17,2,7,22,0
4,43,4,0,63,2,37,5,3,31,0
3,27,3,1,68,0,37,3,7,34,0
3,33,0,1,59,1,24,6,5,36,1
3,33,2,1,70,1,21,8,8,20,0
4,38,2,2,58,0,35,4,4,23,0
7,29,0,1,70,1,34,7,5,27,0
4,33,2,2,59,0,38,6,6,37,0
3,35,0,0,78,0,32,7,4,29,0
5,38,1,0,58,0,45,7,3,37,0
5,32,4,0,83,2,19,3,7,37,0
7,39,0,1,64,1,22,4,5,24,0
4,24,1,0,45,0,52,8,6,30,1
3,26,2,1,48,0,48,6,4,21,1
4,24,2,0,49,1,47,10,2,22,1
4,37,1,1,55,0,32,6,0,21,1
3,35,0,2,63,1,36,4,5,41,0
6,26,1,4,57,2,19,5,4,30,0
6,41,2,0,89,3,17,5,5,31,0
5,35,2,2,72,0,25,7,7,27,0
4,26,4,2,61,1,35,7,7,36,0
1,34,2,0,46,0,52,5,5,24,1
5,27,2,0,46,0,20,7,3,30,1
3,40,2,0,57,2,33,7,5,30,0
2,23,2,1,48,0,40,8,3,26,1
4,20,1,0,44,1,41,5,6,29,1
3,19,2,2,48,0,30,5,2,24,1
7,36,2,0,73,1,37,5,4,24,0
3,30,3,0,46,2,24,4,7,35,0
3,39,3,2,75,1,16,7,6,29,0
4,33,3,1,77,2,18,7,6,23,0
6,34,2,2,74,0,15,5,7,33,0
3,29,0,1,60,0,26,5,2,22,1
3,28,1,1,45,1,35,3,3,21,1
4,35,4,1,75,1,36,7,9,37,0
4,29,3,2,56,2,17,8,6,31,0
4,25,3,1,59,0,44,6,5,22,1
6,28,1,0,43,0,40,5,6,23,1
5,26,3,1,54,1,38,7,5,22,1
2,33,3,0,51,0,21,5,3,22,1
6,27,3,1,76,2,26,5,4,42,0
6,20,2,1,44,1,51,6,0,20,1
2,32,2,2,57,0,24,4,6,27,1
1,17,2,0,40,0,25,5,1,23,1
5,42,1,0,70,0,31,5,4,37,0
4,36,3,2,69,0,39,7,4,43,0
6,22,1,1,57,2,36,5,2,32,1
4,24,1,1,40,1,35,5,3,26,1
4,24,1,1,50,1,49,1,1,16,1
3,38,1,1,71,1,41,2,7,28,0
4,31,3,1,77,2,17,7,3,28,0
2,25,1,0,46,1,41,8,5,24,1
7,32,2,2,64,4,27,6,3,37,0
5,29,0,0,59,0,45,7,0,25,1
5,23,3,0,47,0,24,3,1,18,1
3,25,1,0,54,1,53,8,4,26,1
2,34,0,3,66,1,16,6,3,27,0
3,33,2,2,53,0,24,5,0,29,1
6,31,3,1,76,3,18,3,4,30,0
5,28,2,2,73,3,30,7,4,30,0
8,33,0,2,84,1,21,6,5,32,0
2,26,3,1,48,0,52,5,0,26,1
1,23,2,0,43,1,20,8,5,22,1
2,30,0,0,46,0,48,7,0,19,1
6,30,2,2,78,0,40,8,4,27,0
5,34,1,3,72,2,20,3,6,37,0
5,32,0,0,75,0,39,6,5,32,0
1,34,1,0,38,2,22,6,2,33,1
2,27,1,0,53,0,51,7,1,30,1
7,25,2,3,60,2,21,5,8,36,0
6,30,2,2,72,2,29,3,5,28,0
2,34,2,0,87,1,20,7,6,30,0
4,27,1,1,81,1,20,10,8,32,0
3,26,2,1,48,0,55,4,3,21,1
2,27,2,1,65,1,22,5,7,36,0
4,37,2,0,59,1,30,4,8,17,0
3,27,1,0,37,0,40,5,1,31,1
2,27,1,1,51,1,45,8,3,20,1
5,43,0,0,65,2,20,3,9,30,0
4,35,1,0,51,0,24,7,4,27,1
3,37,2,1,82,2,18,5,5,17,0
3,35,0,0,52,0,41,5,3,26,1
5,30,2,2,57,0,45,7,5,20,0
2,23,2,1,48,1,23,5,3,22,1
3,38,2,3,64,0,41,4,5,26,0
1,39,4,0,65,2,17,9,4,24,0
5,37,4,3,80,2,36,7,3,26,0
4,27,3,3,48,1,35,11,6,30,1
5,40,2,1,69,1,22,6,8,31,0
3,36,4,1,62,0,43,5,5,30,0
5,39,0,2,59,1,16,4,6,22,0
4,22,0,0,38,2,47,10,3,32,1
2,26,2,2,42,1,30,3,3,33,1
5,36,5,1,61,2,24,8,8,34,0
6,29,4,0,62,2,33,3,6,39,0
6,32,4,0,68,1,42,9,4,28,0
4,41,0,1,69,0,40,8,6,26,0
3,31,0,1,52,2,30,2,6,27,1
6,48,4,1,70,0,15,8,7,35,0
4,29,0,0,50,0,22,8,2,33,1
2,31,0,1,57,0,22,3,0,23,1
5,37,4,0,95,0,39,7,4,35,0
4,28,1,0,47,0,36,8,5,29,1
5,32,2,2,69,4,41,4,5,26,0
5,34,2,1,62,1,34,4,4,15,1
6,16,1,1,53,2,33,4,2,27,1
5,35,2,0,76,1,37,7,4,29,0
6,32,2,1,66,0,25,4,4,29,0
2,22,2,0,50,0,52,6,0,34,1
3,28,1,1,47,1,34,8,0,24,1
5,24,2,1,50,0,20,8,4,15,1
5,27,0,1,57,1,26,8,2,30,1
3,28,3,0,45,0,35,5,5,33,1
2,43,1,4,79,0,31,5,9,25,0
7,43,1,1,64,2,21,6,6,46,0
2,30,1,2,78,1,25,4,6,22,0
2,23,1,0,51,1,51,8,5,21,1
3,38,2,1,69,1,19,1,6,31,0
4,33,0,0,63,0,41,7,3,27,1
5,19,0,0,54,1,46,7,7,23,1
7,33,1,1,65,1,37,5,6,23,0
2,28,0,1,48,0,40,6,1,27,1
5,40,4,0,72,2,43,6,5,34,0
1,25,1,0,53,0,48,5,5,25,1
3,18,1,0,44,1,25,10,5,24,1
4,38,1,1,72,3,41,5,3,38,0
6,42,2,2,83,2,37,5,6,26,0
3,38,3,1,79,2,35,6,4,24,0
3,18,0,1,56,1,51,9,0,28,1
3,27,2,0,58,0,34,9,5,24,1
6,35,2,2,73,1,44,5,4,36,0
5,24,2,1,48,1,22,9,1,22,1
5,35,1,0,71,1,25,6,6,37,0
3,36,0,4,76,1,37,6,8,25,0
4,40,0,0,63,0,33,8,8,38,0
2,25,1,1,55,1,22,8,7,23,1
2,28,2,0,57,0,20,6,8,35,0
4,35,4,2,64,0,37,6,4,37,0
4,41,1,2,71,1,23,4,5,29,0
4,17,0,0,51,0,35,8,0,18,1
3,25,2,0,47,0,41,8,3,28,1
5,39,3,1,78,0,28,3,7,31,0
3,28,0,1,52,1,50,7,1,22,1
7,38,5,0,74,1,28,6,8,35,0
4,33,1,1,48,1,20,8,3,24,1
2,18,1,0,42,0,25,5,6,25,1
4,35,4,2,68,0,42,7,7,31,0
9,30,1,2,76,3,20,1,6,22,0
5,24,0,0,64,1,29,5,5,27,1
7,28,1,2,84,2,40,7,7,40,0
5,33,3,0,82,2,23,7,6,38,0
2,31,1,1,54,1,54,8,5,25,1
1,28,3,1,71,2,35,7,8,18,0
2,24,4,0,64,0,17,4,6,29,0
4,42,3,2,53,3,25,5,7,27,0
7,32,0,0,75,3,33,6,7,36,0
9,28,3,2,72,2,43,4,7,39,0
3,25,3,2,47,0,28,8,2,29,1
2,40,3,0,64,1,22,5,3,41,0
4,25,2,1,66,0,50,3,2,24,1
4,24,1,0,54,2,46,6,5,23,1
5,38,1,2,76,3,35,5,8,45,0
5,21,3,2,51,0,53,3,2,24,1
3,22,0,0,48,1,38,9,2,23,1
3,32,1,1,70,2,17,10,7,27,0
5,37,3,3,61,2,43,1,5,34,0
2,27,0,0,54,0,42,5,1,32,1
3,29,0,0,73,2,40,4,6,40,0
3,23,0,0,47,0,46,7,0,34,1
6,33,3,0,62,0,22,1,5,23,0
5,25,1,0,47,1,28,10,7,31,1
6,26,2,1,55,0,32,6,6,32,1
5,34,0,2,73,1,44,6,7,31,0
7,37,2,0,66,1,29,3,6,25,0
7,34,2,3,66,0,37,5,4,24,0
2,27,1,0,53,1,33,4,3,24,1
7,34,3,2,67,2,34,4,3,21,0
2,23,2,1,41,1,23,7,0,19,1
4,30,2,1,59,2,40,3,5,31,0
1,14,2,0,35,1,54,6,1,22,1
4,24,2,0,40,1,30,6,5,23,1
4,30,0,2,51,1,39,3,4,25,1
7,34,3,2,57,3,27,4,7,24,0
5,19,2,1,36,0,50,9,1,21,1
4,37,2,4,57,2,23,6,3,29,0
2,33,0,2,83,2,18,6,6,35,0
5,33,5,0,74,2,40,6,7,32,0
1,26,0,0,59,0,51,4,5,28,1
4,22,0,1,50,1,51,7,4,26,1
5,28,0,0,37,1,54,3,2,25,1
6,31,1,2,70,3,22,7,8,37,0
3,40,2,2,58,2,16,3,4,33,0
8,25,1,1,74,2,44,5,3,37,0
2,31,0,1,77,1,42,8,4,31,0
2,33,6,2,71,2,20,7,3,34,0
3,28,1,1,52,1,47,6,1,24,1
4,25,1,1,50,0,29,4,0,25,1
1,31,2,2,69,0,39,3,4,36,0
2,25,2,1,39,1,53,11,3,23,1
5,32,1,1,81,3,26,3,5,28,0
4,18,2,1,51,0,42,9,5,31,1
4,35,5,0,73,3,34,4,6,28,0
6,27,2,1,63,0,21,8,5,32,1
2,27,1,0,43,0,46,5,4,17,1
7,27,0,0,71,2,17,2,5,32,0
3,33,2,0,48,0,19,3,6,16,1
7,27,2,1,74,0,42,6,6,34,0
6,38,3,2,72,1,25,8,4,35,0
2,37,0,0,68,0,45,4,6,25,0
1,26,2,0,71,1,32,7,7,27,0
4,30,1,1,64,1,41,5,6,30,0
2,29,0,1,52,2,52,8,3,16,1
4,39,3,0,76,1,18,3,5,26,0
5,25,0,0,49,1,38,3,7,22,1
2,22,2,1,55,2,31,6,6,30,1
1,30,0,1,68,2,26,8,5,31,0
4,42,3,0,48,2,16,5,4,38,0
5,33,4,0,57,3,25,3,3,36,0
3,25,3,3,59,2,31,5,8,20,0
3,21,0,1,43,0,51,8,0,35,1
5,38,0,3,68,1,37,4,4,33,0
6,28,0,1,54,1,34,8,0,21,1
1,23,2,1,53,3,30,7,0,33,1
4,36,2,1,64,0,17,8,2,29,0
3,38,3,0,75,2,36,8,8,26,0
5,30,0,2,51,0,22,6,4,19,1
4,30,2,2,74,2,20,5,7,30,0
3,35,1,1,44,1,30,5,0,26,1
4,24,1,0,57,1,26,10,0,26,1
3,35,1,2,71,1,27,8,5,23,0
6,34,1,1,63,0,38,6,8,29,0
4,32,3,0,87,1,31,5,3,27,0
6,28,2,1,78,2,33,8,6,24,0
2,39,0,1,72,2,22,8,6,30,0
2,22,1,0,60,1,47,8,4,26,1
1,34,2,1,74,2,39,8,5,31,0
3,32,1,1,44,1,21,8,4,13,1
6,33,3,1,65,1,27,7,5,34,0
5,39,3,2,73,3,20,3,7,30,0
5,28,0,1,41,1,24,7,7,28,1
3,16,2,0,53,1,19,6,6,21,1
8,45,1,0,73,2,16,3,5,25,0
4,38,1,0,68,0,37,6,3,33,0
6,39,1,3,59,1,15,7,5,33,0
7,34,1,2,66,3,20,5,4,34,0
2,35,4,2,57,4,22,4,3,40,0
3,28,2,0,62,2,44,7,3,39,0
4,17,1,1,64,1,49,8,2,36,1
7,17,3,4,64,2,19,9,3,23,0
2,26,1,1,43,0,31,7,2,19,1
3,22,2,1,55,1,35,7,4,23,1
5,28,4,0,78,0,37,7,5,30,0
3,23,2,1,47,0,22,12,2,22,1
4,38,4,0,74,1,25,4,3,24,0
1,28,0,2,48,0,48,6,5,31,1
4,36,2,3,64,2,45,6,3,19,0
3,34,2,0,67,1,26,5,3,33,0
6,32,1,2,57,0,52,6,0,22,1
2,27,1,1,57,0,46,8,4,25,1
4,35,4,1,77,4,33,8,6,27,0
4,30,2,0,64,3,17,4,4,36,0
4,37,0,1,64,2,31,7,6,29,0
5,23,1,0,52,1,49,3,4,31,1
8,44,5,2,69,0,33,6,3,35,0
3,17,1,2,50,0,50,8,5,32,1
4,38,1,2,64,1,16,3,3,38,0
3,28,1,2,57,2,33,7,0,24,1
1,24,0,1,38,1,54,5,5,42,1
4,18,3,2,48,0,42,7,6,30,1
6,29,0,0,59,1,26,12,1,18,1
2,31,0,0,51,3,21,6,3,22,1
4,35,1,2,74,2,33,8,8,24,0
4,27,1,1,54,0,34,9,2,21,1
1,45,1,1,80,0,31,5,6,36,0
3,45,4,0,70,0,27,6,5,28,0
5,28,3,3,63,0,44,6,5,28,0
3,30,1,0,52,1,40,9,5,24,1
4,22,1,2,56,3,43,4,4,46,0
1,19,1,1,42,1,43,9,4,31,1
3,49,3,2,67,1,20,6,7,26,0
2,20,1,3,58,0,32,11,0,19,1
2,30,1,0,56,1,43,12,4,24,1
4,28,1,0,44,1,48,6,0,32,1
2,21,2,0,53,1,24,4,5,23,1
1,26,3,0,54,0,45,5,2,21,1
3,33,0,1,62,1,28,7,5,31,0
2,31,1,1,51,0,25,3,6,32,1
3,26,1,0,53,3,31,5,4,24,1
1,22,1,0,42,0,46,8,4,26,1
3,25,1,0,56,1,38,1,4,20,1
6,40,3,1,80,1,29,5,5,36,0
4,18,1,0,54,2,36,4,4,25,1
2,27,1,0,57,2,47,6,3,26,1
2,26,0,1,45,0,25,6,1,23,1
2,36,2,0,59,0,28,6,7,24,0
5,25,1,2,47,1,31,6,1,26,1
3,34,2,0,53,0,33,9,5,26,1
2,34,1,0,51,2,34,3,8,32,0
4,23,3,2,53,1,51,8,4,24,1
2,22,2,0,49,0,47,6,1,28,1
4,24,1,0,48,1,26,8,6,26,1
4,22,0,0,42,0,20,5,3,24,1
5,29,0,0,46,2,20,4,3,26,1
2,26,2,0,55,0,48,4,0,32,1
2,38,1,0,78,0,20,4,6,40,0
2,38,1,1,61,1,17,8,6,27,0
4,31,1,0,65,1,22,6,4,22,0
5,32,2,0,57,1,40,4,2,29,1
4,27,2,1,52,1,45,11,7,24,1
1,35,5,2,65,0,18,6,7,24,0
4,35,1,0,67,1,18,6,6,32,0
5,37,2,0,78,2,27,7,6,31,0
4,36,3,0,69,0,26,7,4,32,0
3,28,3,2,75,3,23,6,4,23,0
3,45,3,0,55,0,17,3,5,35,0
8,40,2,3,71,1,26,8,3,34,0
3,39,1,0,66,1,20,4,6,37,0
4,26,1,1,47,1,23,5,5,27,1
4,19,2,0,49,0,28,8,1,21,1
4,27,3,2,57,1,52,6,4,23,1
3,24,1,1,55,1,49,8,3,32,1
4,27,3,0,59,2,37,2,2,37,0
4,30,1,1,48,0,21,6,7,28,1
4,27,2,0,46,1,41,10,6,27,1
6,29,0,2,71,1,33,3,7,23,0
3,27,2,0,57,1,51,5,4,27,1
2,36,1,1,68,0,21,4,5,40,0
7,32,1,2,64,2,27,5,8,24,0
4,30,2,0,43,0,23,9,2,23,1
3,32,0,2,69,4,40,4,5,28,0
5,21,1,0,53,1,50,6,6,25,1
8,31,4,0,69,1,24,0,4,32,0
2,23,0,1,44,0,41,4,2,28,1
4,27,2,2,44,0,21,6,6,26,1
4,18,2,0,46,1,25,6,2,29,1
3,22,0,0,47,1,33,5,6,24,1
3,40,1,0,61,1,23,7,6,29,1
6,21,4,0,81,1,42,5,7,34,0
3,30,1,0,62,0,49,6,2,18,1
4,25,2,2,78,1,36,3,4,30,0
2,28,1,2,52,0,50,7,0,24,1
4,31,1,1,54,0,28,6,0,18,1
5,30,3,2,66,2,39,3,5,29,0
2,39,1,1,74,2,43,4,4,35,0
2,24,0,1,43,0,36,5,1,32,1
3,25,1,0,67,1,40,8,8,29,0
1,35,4,1,61,0,18,8,3,27,0
6,41,2,1,72,2,42,4,5,25,0
4,24,1,1,52,0,35,7,6,32,1
3,32,2,0,55,0,37,7,2,23,1
2,42,2,2,69,4,38,6,8,24,0
3,35,0,1,63,1,39,7,4,36,0
4,26,3,1,69,0,32,5,6,38,0
4,44,0,1,98,1,15,4,8,25,0
7,31,4,0,74,1,36,6,4,29,0
6,38,2,1,76,2,45,9,5,32,0
8,34,2,0,71,0,29,3,3,33,0
6,40,0,2,83,3,43,7,3,26,0
3,26,2,2,51,1,48,6,4,29,1
4,15,1,1,38,2,47,2,6,30,1
3,42,1,2,64,0,39,4,5,29,0
4,35,2,0,84,2,17,7,5,21,0
5,20,0,0,38,0,53,11,0,24,1
3,34,1,2,70,2,34,5,5,23,0
5,33,2,1,44,0,42,5,4,24,1
5,45,1,0,78,2,25,4,7,34,0
6,42,4,3,81,3,31,3,4,22,0
4,28,1,0,56,0,24,7,6,29,1
2,29,0,1,56,0,25,9,2,25,1
6,32,1,1,82,1,28,6,4,27,0
4,14,0,1,46,1,31,10,2,24,1
1,30,1,0,56,0,22,7,2,28,1
5,23,1,0,45,1,52,7,0,27,1
3,33,2,2,60,0,41,3,3,34,0
7,31,2,1,74,0,15,8,5,27,0
3,26,0,1,55,2,46,5,0,24,1
9,25,4,0,74,1,28,6,6,37,0
7,45,1,0,69,0,17,5,8,25,0
2,31,1,0,37,2,48,2,6,30,1
3,17,1,3,79,3,16,1,6,39,0
3,36,1,2,47,2,28,4,6,15,1
3,30,2,1,68,2,29,6,4,32,0
3,32,2,1,77,1,28,5,7,38,0
4,21,2,1,46,0,45,8,5,32,1
1,25,0,0,49,0,38,6,3,26,1
5,48,2,1,82,0,19,4,8,34,0
5,25,0,1,50,1,49,6,5,27,1
2,30,2,2,65,3,42,5,3,35,0
1,35,2,1,79,2,20,7,3,29,0
4,34,1,0,80,1,20,7,8,36,0
6,34,3,3,61,4,18,3,4,27,0
1,25,0,1,45,0,28,5,0,24,1
7,23,1,1,43,1,50,6,3,28,1
6,26,0,2,47,0,44,6,0,20,1
3,23,1,1,35,3,43,5,4,20,1
7,22,0,0,70,0,44,7,6,27,1
5,22,2,0,45,1,23,5,5,27,1
